MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday_Yes,RainTomorrow_Yes
20.59037347840557,34.99037347840557,0.0,7.927603859220196,9.941208560008706,56.830549727989556,22.451867392027857,12.774066303986071,53.11296684800696,32.71758287998259,1016.8863952992116,1014.2677801088042,1.887033151993036,4.056483424003482,25.75648342400348,33.73953839680244,0.0,1.0
20.834571007561937,25.538284030247752,0.0,5.011139068057444,10.929001473533216,43.32714496219031,22.654289924380617,28.0,72.34571007561938,69.65428992438062,1019.1505769016948,1018.1851479092567,4.018565113429073,4.6914201512387645,23.994430465971277,24.36728550378097,0.0,1.0
17.419236703632503,22.89012586284939,0.0,4.8,5.26050345139757,38.372147787710816,16.686073893855408,21.215184734638516,56.05822168156622,63.726593583795264,1012.5686073893855,1010.7564514824036,7.0,3.784815265361484,20.038984977933715,21.03493300893973,1.0,1.0
9.90530312884174,18.60530312884174,0.6011784730759426,2.282121251536697,3.0797643053848116,30.398821526924056,13.797643053848114,16.202356946151884,73.39882152692405,64.39882152692405,1024.7445960449961,1021.7654209761494,4.0,7.0,12.88388896115061,17.004713892303773,1.0,1.0
17.275230077669402,23.501781869788015,3.938045818389905,4.207068727584858,1.1610632467160884,30.477873506567825,6.522126493432177,5.433620519703469,89.86724103940693,86.0,1011.1442529868643,1009.330977090805,8.0,8.0,18.375230077669404,21.87965537635584,0.0,1.0
16.220462521401586,21.344008518813734,3.2378415667926044,3.2772248715904917,7.678766609595774,32.99229130997359,10.189207833963023,20.79537478598415,94.0,64.19691652398943,1019.7470919948242,1017.7872461686248,6.598458261994717,3.196916523989435,17.18185008560634,20.50462521401585,0.0,1.0
18.829560117230624,29.91872922755514,1.3192179861877777,5.380293255179583,7.309853372410209,63.99511241367361,15.103421310428473,35.0,75.90146627589792,53.802932551795834,1016.0526881724795,1010.1728836759326,6.699511241367361,6.399022482734722,22.668973606871457,28.698044965469443,1.0,1.0
17.04587412112883,18.942610720501705,6.586759885142451,8.563916080752554,0.0,46.393473198745745,15.426107205017026,14.213053602508513,88.39347319874574,81.0,1017.5934731987458,1016.8491375217559,8.0,7.803263400627128,17.365547781066116,17.601631700313565,1.0,1.0
18.492793308299426,27.319196396776615,0.05440051474619794,4.8559948525380205,7.71600772119297,40.45599485253802,8.088010294923958,28.54400514746198,65.18399227880703,48.72799742626901,1025.4992028311042,1021.5727997426269,7.455994852538021,4.2720025737309895,21.962404375342683,26.00079716889591,1.0,1.0
15.05800764292412,20.133766054633668,0.0,5.096535930729397,11.327705657561056,39.0,21.16883027316834,21.662339453663318,57.72294342438945,57.93939602927387,1023.7904755336568,1021.2519472458515,1.722943424389447,2.445886848778894,18.672294342438946,19.172294342438946,1.0,1.0
13.18664744079737,21.58354890116977,1.1113240890427167,5.294872990212485,11.0030985396276,33.82478831702081,13.350423365958381,27.587605841489594,41.350423365958385,60.61859123776561,1016.4061970792552,1013.815492698138,1.0,1.2061970792552024,19.901070069467686,19.339210945691125,0.7938029207447977,1.0
5.749853796078329,17.69976607372533,0.0,0.9998830368626637,8.200526334118013,21.998830368626635,9.0,13.0,82.00058481568668,53.75014620392167,1022.449912277647,1019.8503216486276,3.749561388234989,3.749561388234989,9.42475145333316,17.0,0.7501462039216704,1.0
16.691554861041528,30.132707767484558,0.0,8.538337860123539,9.436461162577212,49.34584465030885,29.31769418711394,22.31769418711394,52.682305812886064,32.00938348773164,1016.7747990227008,1012.211260185278,2.3270776748455755,6.0,22.693431558587854,28.66635388374228,1.0,1.0
15.223253086781863,24.053493826436274,0.0,4.6,10.855783954600499,32.17831275478758,19.58915637739379,17.821687245212424,46.41084362260621,47.0,1018.837228392527,1016.6318065812239,1.5891563773937882,1.0,21.0,23.489156377393787,0.0,1.0
20.75469321700855,28.58163347873931,1.4541514213105318,2.3814980298148067,7.372788840420229,49.273466085042756,11.908844638319081,28.272111595797707,87.27211159579771,66.36326695747863,1015.0823107233618,1011.1187728680342,6.0,1.4544223191595411,22.27278884042023,27.09088446383191,0.5455776808404589,1.0
14.658739342309923,23.719420760688717,2.8315502773457175,2.450971038034436,7.917478684619846,22.0,8.490289619655641,15.0,73.50971038034436,62.76456557051654,1023.4041226822596,1020.9883475435868,2.4902896196556408,2.7451448098278206,19.79005108953376,23.219420760688717,0.2548551901721796,1.0
21.58643269966381,26.357286539932762,18.266338555696738,3.314573079865523,9.43291247131115,39.42713460067238,20.85426920134477,23.281403802017152,79.42713460067239,71.4371923959657,1004.426128821143,1003.5620586310422,6.359298098991423,6.572865399327616,24.280654829025043,25.329146159731046,0.7864326996638077,1.0
15.217075660558134,28.233084092331385,0.0,7.987193254581399,6.245890837749987,34.97865542430233,19.05336143924417,18.935966272906995,54.989327712151166,29.042689151395336,1018.6925293985058,1015.4893277121512,4.989327712151166,5.010672287848834,21.317075660558135,27.93521854990115,1.0,1.0
18.219049426641572,30.495606898426793,0.0,7.774360920998616,7.7172126410739,33.44688505642956,17.0,10.55311494357044,63.77655747178522,39.89377011285912,1020.4989017246068,1016.255311494357,6.106229887140881,6.77655747178522,21.643590230249654,29.183885634319402,0.77655747178522,1.0
10.446494800164022,18.52103119901587,0.03567013322398552,5.550309067432101,6.485361065791884,52.92989600328043,25.28659733552029,24.0,61.46494800164022,63.46494800164022,1027.0452585304356,1025.4306195962274,1.8216493338800723,5.821649333880073,16.254123334700182,17.635670133223986,0.0,1.0
17.655764701366074,28.823792065243357,0.07137619573006745,5.1405198368916105,8.117844048932517,41.0,9.0,29.76207934756644,61.41636114175873,68.11896032621678,1015.7025991844581,1012.8739753801881,3.9405198368916103,6.762079347566441,25.683272228351747,26.717844048932516,0.0,1.0
0.5112739822732828,13.06617805318015,0.1221815044316793,0.5447294689782448,8.566544513295039,16.556369911366414,5.221815044316793,7.778184955683207,88.3890924778416,48.22181504431679,1026.6265358851663,1024.1043543807345,1.0,1.3890924778416034,4.1501832300574435,12.538176327554389,0.0,1.0
14.684607437409225,27.432054924520774,0.0,13.534620351619234,12.753848140647694,54.35255251288845,22.487172864507688,26.487172864507688,30.730759296761534,10.0,1009.7935993464639,1008.0153925625908,1.621793216126922,1.7564135677461559,20.408331180965,26.207696281295387,1.0,1.0
13.906859117144126,18.66563824818303,1.9465704414279366,4.624417379221933,6.575582620778067,55.175582620778066,16.587791310389033,21.587791310389033,65.38168696558355,81.79389565519452,1020.9931408828559,1018.3877913103889,3.030521724027416,6.412208689610966,16.77403999305261,15.083196510260837,0.20610434480548323,1.0
8.722306949303801,16.647892395107323,8.126522159089156,5.64836075175014,2.228395585660425,73.00468356642817,35.61856009616126,30.376756337410566,90.25117089160705,49.49297465035774,1001.1465744099546,1005.5786297639818,7.497658216785914,6.623243662589435,10.299531643357183,14.94836075175014,0.8744145541964785,1.0
11.495702636758073,18.927791713046055,0.02979924664055017,3.178795479843301,8.957590959686602,28.0,16.702007533594497,13.595984932811003,53.446988699608255,51.553011300391745,1024.844416573908,1022.140119210666,2.7020075335944984,1.0,16.704297363241928,17.993695103163578,0.0,1.0
21.54610768268253,30.090150655828126,0.0,7.266322548410511,6.74301061837713,53.559570268544036,16.108816989403408,14.77204247350852,62.77720424735085,65.22795752649148,1009.7761718925824,1006.9766880699666,3.1139787632457394,7.0,26.58911830105966,26.5,0.0,1.0
6.053810445748432,20.638568662754704,0.0,2.7461895542515675,9.007620891496865,19.0,13.0,9.0,74.46189554251568,50.07620891496865,1028.4883365601195,1025.3269052228743,3.0,3.192843313773511,11.611663439880486,19.734526114371082,1.0,1.0
8.408959932696238,13.953503396057426,2.5109130732776235,1.31286621385901,0.037622071286336656,20.376220712863365,9.0,11.0,90.18811035643168,86.24755857427327,1015.7921020376344,1013.5990234297093,7.0,7.811889643568317,10.347558574273267,13.834692360414255,0.8118896435683167,1.0
9.461132112069084,21.172999505415525,0.0,3.8933043048187415,10.006695695181259,32.332607620468536,11.933043048187415,22.0,70.33260762046854,54.066956951812585,1019.4863908957781,1015.2866086096375,0.5334784759062927,3.133913903625171,15.647305293987689,20.45960811505301,1.0,1.0
2.647480953348882,15.494961906697764,0.0,1.6211026459328364,5.231653968899255,40.68346031100746,11.422052918656727,23.894486770335817,79.0,53.89448677033582,1015.9369296303825,1011.3786597858862,6.052756614832091,4.894486770335819,8.073621692583954,13.48464815191232,1.0,1.0
17.807898204664223,29.520571220284904,0.0,6.422489929816848,8.333734894725271,35.0,9.172244600407005,22.172244600407005,64.827755399593,44.65551079918599,1018.9595715847863,1014.6217759044607,6.0861223002035025,6.0861223002035025,21.4311021598372,27.020571220284904,0.45693884989824896,1.0
13.733926418337969,23.649610584277983,0.0,4.7537263336239945,6.360289373365029,30.363737087329927,12.595105419209954,15.115684165940014,42.88431583405999,59.11568416594001,1017.2636262912671,1012.267742040613,0.0578420829700067,6.710789585149967,18.38097891615801,20.853726333623992,1.0,1.0
7.38322642354554,19.44207650439177,0.0,1.6878593497355527,9.643929674867776,26.224281300528894,16.327156098413315,7.0,74.0,49.663578049206656,1032.6457828453438,1029.2233547152907,0.0,1.0,11.198146829523996,17.643929674867774,0.8878593497355527,1.0
21.907962147102594,26.16705643470375,0.48181142479769284,5.052301444609806,11.57275430080923,40.59094287601154,19.69320715700865,19.102264280997115,88.40905712398846,74.12490709096828,1003.5579249834899,1002.4579249834899,6.102264280997116,4.102264280997116,23.52841500330202,25.40569786610548,0.10226428099711604,1.0
15.660316714285926,30.33263530857132,0.0,7.1164452799997635,10.827936657142814,35.51174662857126,16.02349325714252,9.51174662857126,59.27936657142815,28.74412668571437,1019.9741574171433,1016.0091420514289,2.4882533714287405,2.0,20.827936657142814,29.33498463428557,0.7441266857143702,1.0
20.605792865958236,24.84463429276659,0.0,6.98841426808353,0.48347571957494084,31.77682853616706,9.252135793624113,15.776828536167061,73.97103567020882,63.16524280425059,1013.4776828536167,1011.7504271587248,8.0,7.194207134041765,21.861158573191645,23.769847872129,1.0,1.0
6.6058919717582345,21.19586370352397,10.783454814095881,2.2141645647102943,11.930084804702794,45.457223623526474,21.55750630586912,29.643059058816178,66.55750630586911,22.45722362352647,1018.6383573976549,1016.4026633035364,0.7286118117632352,0.7286118117632352,13.721529529408087,20.277280159994998,0.0,1.0
12.867664855149169,29.798265429740145,0.0,5.9624611443695965,10.168139430221379,38.17034857555345,9.943217141482185,20.585174287776724,45.47160857074109,19.471608570741093,1014.844951711742,1012.5148257122233,0.9432171414821846,1.0,19.696056284408076,28.22665685899905,1.0,1.0
10.501754177561995,18.25318552975642,0.3734072351217902,1.1202217053653707,7.664173471220103,25.421975882927367,8.023084409754219,6.0,95.55493970731841,42.89012058536317,1018.9549397073184,1016.4063710595128,6.710987941463683,3.710987941463683,11.88208673561005,17.037580706341892,0.7109879414636829,1.0
3.5999298958332937,20.065751067073112,0.11219170223577042,0.9268497865853776,7.70979542428864,20.878082977642297,7.682875533536556,10.121917022357705,68.43904148882115,43.87808297764229,1019.0536995731708,1016.087878401931,5.243834044715408,4.682875533536556,13.529175960365802,19.204792555894258,0.5609585111788521,1.0
16.617348599806334,25.25791568641321,6.670712605279785,3.9774406162266844,2.3158313728264153,35.0,9.676781513199462,15.789578432066039,87.77440616226684,56.11279691886658,1019.6308046217001,1017.8548812324533,7.0,6.887203081133423,18.75791568641321,24.235356302639893,0.887203081133423,1.0
18.482352665954835,23.35294091042301,5.611763641692029,2.070588400427099,7.5294119114907545,32.41176488936344,11.0,17.0,80.88235266595484,73.88235266595484,1013.9941172434004,1012.729411443614,2.470587776591392,3.8823526659548353,20.870588088509244,21.79411739935935,1.0,1.0
8.259050358476454,23.714441248444135,0.0,4.0530167861588176,12.719617910961837,35.0,5.646554758941214,12.646554758941214,55.17672262052939,32.353445241058786,1017.1409496415235,1014.1558193448677,1.530167861588179,1.530167861588179,17.455819344867653,23.123277379470608,0.9116386897353035,1.0
20.24326069011569,25.50425458147815,0.0,7.217018325912611,12.187236255565542,42.73757635796921,26.695030543187684,28.0,68.95745418521847,61.957454185218474,1020.0007148753341,1018.6134786197687,5.0,4.957454185218473,23.45248472840616,24.23049694568123,0.34751527159384243,1.0
15.490405988552272,19.189262021136393,6.7166789520033525,3.8333579040067054,4.517822919419233,68.13099625715483,32.3571955085858,25.357195508585797,80.7143910171716,54.869003742845166,1005.3130259136954,1005.4964206737121,4.13099625715483,3.9047970057238643,17.132066512550598,18.008302619991618,1.0,1.0
12.979181267828915,21.084982478605305,0.0,5.256654985736869,8.34505256418409,35.0,20.716725071315658,22.0,60.79181267828914,59.92491239302652,1022.4549474358159,1021.4907836893817,3.0750876069734856,4.641637464342171,16.339251353407704,19.59249123930265,0.6416374643421715,1.0
16.9984819303607,23.014473155993876,0.16336035097467305,8.270243158772058,3.619027364911771,30.450405264620095,7.36639649025327,18.63360350974673,76.81680175487337,47.63360350974673,1024.7343110501458,1024.3747973676898,5.900810529240191,6.450405264620096,18.3015180696393,21.63127491086724,0.8168017548733651,1.0
11.628554732323659,20.649824689398415,0.0,2.3856641969709758,3.842423040415121,22.57109464647317,15.0,5.213868308091463,90.35722633838171,73.07284775248903,1030.1930658459542,1026.4001168737345,5.071679015145122,6.071679015145122,13.157226338381708,19.356992590912927,1.0,1.0
11.332777120584122,26.842788950069927,0.13444575883175625,7.862216964672975,12.329439844088853,49.37783035327025,8.294398440888532,27.394516735746592,59.34445758831756,18.688915176635124,1020.1544694178034,1016.8444575883176,1.0,1.0,16.07222879415878,25.546126226565196,0.0,1.0
8.30988972151531,19.988058815191835,0.0,3.3638088506265387,10.555970592404083,43.02051463292855,7.279852962020414,13.279852962020414,56.13992648101021,35.44029407595917,1024.2662279088684,1021.6559705924041,1.0,1.8600735189897928,14.183955888606125,19.448132334181626,0.8600735189897928,1.0
20.705692680052785,26.505692680052785,1.6735768299868041,6.80379512003519,5.284962190092372,45.754743900043984,20.490512199912025,22.0,74.50948780008797,58.122628049978005,1019.3112426898724,1018.7537237849186,7.0,7.0,22.2877371950022,25.59153231503739,1.0,1.0
17.693150820373628,24.00381568901256,0.8669273994662474,5.253229040213501,7.196575410186814,52.86692739946625,29.30039109919937,30.433463699733124,59.69960890080063,51.7338547989325,1020.0737765790926,1018.4338547989325,7.0,4.866927399466247,20.830430209119307,22.613698359252744,0.4334636997331237,1.0
19.979345520093677,23.371164521264642,0.0,7.348873841592512,1.150510041358319,44.19018280140516,12.586910401873544,19.396727600468385,82.79345520093678,74.0,1017.5081809988291,1014.9527623581733,8.0,7.6032723995316145,20.67770932032787,22.253782440889932,0.6032723995316142,1.0
16.60530844895832,31.70530844895832,0.0,8.074335375735284,7.655751531801463,50.0,19.814161560661788,12.87610770710786,43.0,19.87610770710786,1021.3327454045956,1017.0884969363971,5.814161560661789,6.93805385355393,21.230086907536748,29.223006127205853,0.06194614644607033,1.0
11.066598762236294,19.661253920241762,0.21438872084616542,2.9856112791538347,3.651285282175854,40.081191196373574,19.153134800604406,19.153134800604406,57.153134800604406,69.62178679456036,1020.1324764785494,1017.3234325996978,5.846865199395596,7.0,17.807194360423082,18.43062696012088,0.0,1.0
15.557658652448353,33.34879650993754,0.0,7.970459524963967,10.379321667474777,32.980306349975976,2.0689277750840764,13.0,60.970459524963964,26.990153174987988,1018.5167396025204,1013.7049234125061,0.029540475036032854,1.0590809500720657,22.75568928744595,31.942888414930337,0.990153174987989,1.0
7.690468170245694,20.37619147871929,1.8285954892629177,2.895234085122847,10.676191478719288,37.95234085122847,17.14276691526406,17.476170425614235,48.23808521280712,29.476170425614235,1023.1857233084736,1020.0476170425615,1.0,1.2380852128071176,13.390489223350746,19.266659648964982,0.0,1.0
19.551612396323883,24.96175082620821,0.4921661158611927,7.343778512185077,10.369584710347018,47.64055371953731,29.64055371953731,30.460830579305963,66.17972314023135,60.820276859768654,1021.3709690091903,1019.3405537195374,5.820276859768654,1.359446280462691,22.389861570115674,23.443778512185077,0.1797231402313455,1.0
6.113982724070525,12.755847087279928,0.16745745283761365,1.8093218160470173,0.18838963444231535,27.046609080235086,12.162712735811931,13.418643632094033,79.0,71.11610365557685,1025.8975438324849,1022.4115265565555,7.790678183952983,7.790678183952983,9.034914905675226,11.28144017690814,0.20932181604701705,1.0
15.486858517182872,29.678077880128043,0.0,3.4408780637054828,8.545980453477389,49.03648774517807,17.481756127410964,24.554731617767104,52.204390318527416,72.31385355406162,1021.7459804534774,1017.5386829044418,5.481756127410965,4.722634191116448,21.12189264710684,21.118243872589037,0.2408780637054827,1.0
20.264949402268403,25.00391904362945,0.3480404781852757,6.781858326351535,11.338969641361043,49.480404781852755,29.740202390926378,28.0,67.0,65.22060717277914,1016.7597976090736,1015.5247470113421,2.3896964136104324,2.129898804536811,23.49608095637055,23.838969641361043,1.0,1.0
20.656912759344692,25.928456379672344,0.0,8.31060414951507,5.628456379672346,46.56912759344692,14.707382780340758,29.430872406553082,81.85369139017038,74.13825518689384,1017.9382551868938,1015.3374498446003,8.0,7.0,21.89919465770642,23.613825518689385,0.7154362032765404,1.0
4.245870952527086,15.480458047779795,0.0,1.9106787048086675,6.803761285758126,25.72330323797833,14.723303237978332,11.276696762021668,59.069174190505414,50.37743228545124,1032.7345870952527,1030.4446606475956,5.930825809494583,2.069174190505417,10.486770314364627,14.897449019173294,1.0,1.0
11.087887323272573,21.90191252790433,0.0,5.801275018602887,10.061141586054156,39.66241660465705,21.324833209314086,26.675166790685914,70.33120830232852,72.65604151164261,1021.0038250558086,1019.5745292813845,1.6687916976714785,4.0063750930144355,20.30191252790433,19.933120830232852,0.3312083023285216,1.0
0.9372534381233957,17.482498726620964,0.0,0.8259989812967716,8.545751146041132,19.282498726620965,11.56499745324193,6.282498726620965,78.15250382013711,49.58750636689518,1032.6587506366895,1028.5694992359727,2.8474961798628935,4.129994906483859,7.8129994906483855,16.43899847194516,0.0,1.0
13.988255567664247,18.777579864895078,0.0,5.333095837874093,3.378648594461659,31.0,14.779361080839381,15.0,55.88968054041969,54.886118108531086,1026.3658354325594,1024.1323833514964,7.0,2.8896805404196906,16.7217076487272,18.12206389191606,0.5551597297901548,1.0
1.9573746385177622,19.475581807074995,0.0,1.1617502409881588,9.365208132509867,22.0,4.539167469960529,5.347918674901322,69.0,42.80875120494079,1022.8103736745652,1020.6912487950592,1.5391674699605289,1.5391674699605289,10.426958373498026,18.95645692756907,0.0,1.0
2.4795887912270724,20.079588791227074,0.0,3.2934247130606504,11.00657528693935,17.664382173483737,12.065752869393496,5.598629304090242,73.40137069590976,39.19725860818048,1023.9657528693936,1019.971642808378,0.0,1.5328764346967474,10.646027008575446,19.446027008575445,0.0,1.0
16.693077978925203,23.5,0.4137948014049865,4.2,7.00341176979279,41.620766063224394,12.862051985950135,20.0,73.06897400702493,55.58615595785041,1023.0620519859502,1021.5516935747102,6.9310259929750675,5.137948014049865,19.831025992975068,22.79310259929751,0.0689740070249324,1.0
8.436875430553531,15.988318069440865,0.0,5.067980305557735,10.095144263888733,52.0,28.339901527788676,28.24278680556334,38.0,29.776917777802687,1025.2708655833324,1024.6165376666704,1.0,1.0,10.7854327916662,14.546586902776065,0.04855736111266806,1.0
19.408439598549556,29.20605145989792,0.0,8.937259488906829,12.196336678753712,49.10827737201188,5.915604014504454,22.0,63.91560401450445,52.08439598549555,1012.2023881386516,1008.6770693430029,1.0843959854955463,1.0843959854955463,25.027706934300298,28.516879197099108,0.0,1.0
9.71151045727294,18.344902231508005,0.42231962372510723,5.044113279334635,9.599912338647403,61.88927849490043,15.889278494900429,34.99912338647403,52.44463924745021,31.555360752549785,1006.5558867206653,1005.0777680376275,1.2223196237251073,2.0,13.211685779978133,17.4224949464303,1.0,1.0
21.28580484143866,26.46119861673181,1.705993083659052,6.765678063424534,2.8418286572008444,52.95520553307276,16.910411066145517,18.30599308365905,68.7388013832682,78.04479446692724,1008.7335651180923,1007.4462466396874,1.2611986167318103,6.2164041498045695,24.795520553307274,23.74776027665364,0.26119861673181033,1.0
12.742814163318068,22.78226105087531,0.0,10.0,13.6,58.46482295852414,26.74924785806621,24.0,36.571858366819306,38.46482295852414,1011.7,1013.321407081659,1.0,1.0,17.1,21.89296459170483,0.10703540829517266,1.0
0.23534653545997153,12.116709824332325,4.526862150296832,2.1104112719584593,9.623971820103852,45.10411271958459,11.208225439169187,23.583549121661626,70.0,39.89588728041541,1021.414782937537,1020.8302703724777,0.5520563597922967,1.6561690793768902,5.772878903709215,11.468766184124622,0.4479436402077033,1.0
19.165236593598895,28.95914195615934,0.0,6.681716087681325,9.820088330554922,48.12189274879117,17.0,30.65236593598896,65.28668768961545,56.87810725120883,1016.4591419561593,1013.9652365935989,2.878107251208831,1.0,24.824378549758233,26.954851736956027,0.46952681280220776,1.0
18.259493392343956,24.16523890173052,1.0179159609857964,4.768451372836852,4.277800744205759,40.663097254326296,18.247322940744723,19.584225686418424,65.24732294074472,71.83154862716314,1020.2315486271631,1018.2315486271631,6.168451372836852,6.168451372836852,22.059493392343956,22.82366147037236,1.0,1.0
22.546394601408913,33.37233689965817,0.0,6.299246161400589,12.104736156490207,55.70075383859941,13.0,17.0,65.80301535439764,53.40150767719882,1011.7369222884284,1007.4015076771989,0.8503769192997056,2.551130757899117,27.226696136848673,29.791281525619,0.8503769192997056,1.0
17.52831532533291,24.654059536927573,0.0,4.678416758493012,10.424357221565439,35.45940463072427,15.918809261448537,22.0,72.22970231536213,57.45940463072427,1014.743166483014,1012.9972260199415,5.0,1.7702976846378657,20.660791620753493,24.016238147710293,0.0,1.0
23.016465474812087,31.456901857448425,0.1438254469454668,5.295883631296978,12.588378198284822,61.47941815648489,26.47941815648489,40.19854539121222,64.23970907824244,65.43825446945466,1016.0280872765272,1012.5760290921758,1.4794181564848894,1.0,26.63632001393331,28.508960041799934,0.2397090782424447,1.0
22.65478979284584,26.2,5.595596109237114,5.45478979284584,1.8589076553656196,51.52873875707505,14.254789792845841,27.25478979284584,86.1369744821146,77.49042041430832,1009.1490420414308,1008.7646554067807,6.0,7.0,24.30574775141501,24.90574775141501,1.0,1.0
8.393245769374827,20.90786286715906,0.0,3.7235886014771786,7.593245769374827,33.0,12.382056992614107,14.539314335795298,58.07862867159059,33.61794300738589,1020.8769657167898,1015.299445681733,5.617943007385893,6.308971503692947,12.84606856642047,20.06179430073859,0.0,1.0
16.941382225321206,33.043899316358505,0.0,11.882764450642412,3.897738967565049,54.877986327170156,15.244027345659683,31.0,41.29308887339397,18.805034182074603,1010.7708191419619,1006.1438993163586,7.43899316358508,7.43899316358508,24.285281541679716,31.51949658179254,1.0,1.0
8.604121765709895,20.9462039574018,0.0,3.838611872205397,7.804121765709895,33.0,11.806940638973014,14.731019787008995,58.46203957401799,34.19305936102699,1020.8865509893504,1015.1748371384441,6.193059361026986,6.596529680513493,12.826898021299101,20.1193059361027,0.0,1.0
16.075404097907025,19.33108752492013,12.015776536715133,7.1675158295494565,0.33596275611918897,40.47795158655539,16.280744877616222,16.35962756119189,97.35962756119189,94.67981378059595,1016.9250614506032,1014.8245959020929,7.3201862194040554,8.0,16.715310988204994,17.49953445148986,0.0,1.0
6.2,17.642354844268347,0.182688939695118,2.051933180914646,9.574033409542677,19.91344469847559,11.17311060304882,10.82688939695118,73.0,48.43277650762205,1030.5528559874085,1026.6788225778657,1.17311060304882,1.0,10.551933180914647,16.44622120609764,1.0,1.0
15.131697067827384,20.208633367347893,0.5907745198082041,5.945239231693126,8.313542163865742,43.40922548019179,28.0,21.181549039616407,57.0,61.95387259904102,1022.1455352881151,1021.4046127400959,1.0,6.0,18.363098079232817,19.122175531213635,0.0,1.0
15.318818007727282,34.56775823762339,0.0,9.510597701038945,13.025883141753246,42.23763601545456,28.489402298961053,18.496467432987018,31.74823371649351,11.748233716493509,1015.2538858237143,1011.0056521072208,1.7482337164935093,1.7482337164935093,24.118111494324687,33.54116858246754,0.0,1.0
11.427690739904222,19.389420137320414,10.514994904688724,3.486537808293426,6.455381479808445,38.77307561658685,11.0,17.22692438341315,78.0,66.22692438341315,1027.7475008492186,1025.636154630048,1.680773150239444,2.56731095853287,13.461729397416194,18.72345879483239,0.11346219170657401,1.0
15.545616114655212,25.45633227883136,0.09902580325671387,5.253409688601502,6.622808057327607,41.0,9.990258032567139,17.742693524425356,70.74269352442535,56.0,1022.748538704885,1019.2417193276821,6.247564508141784,6.5048709837164305,19.674269352442536,23.176217745929108,0.7524354918582153,1.0
12.249549307560478,18.75779631363989,1.232988024317641,3.561469124240074,3.170617515198526,19.577963136398893,6.963271893998157,13.0,68.42203686360111,52.22938248480148,1022.677963136399,1019.3935557636787,7.0,5.614691242400737,15.6,17.777061751519852,0.0,1.0
18.871102119113093,24.97110211911309,0.0,4.742204238226183,9.125985872579388,40.051971745158774,18.051971745158777,23.051971745158777,70.52598587257938,73.52598587257938,1014.0688169529047,1012.5503134210496,6.237007063710306,5.474014127420611,22.594802825484123,23.05259858725794,0.0,1.0
11.583239266234667,16.258467755781464,0.0,3.5307795929691057,0.6752284895467968,28.0,9.316935511562928,7.158467755781464,60.45537632562471,80.24771510453203,1014.487069876781,1010.2810617942652,7.386155918593821,7.386155918593821,14.970309143015674,14.870309143015675,0.6138440814061789,1.0
17.500326815526357,28.077852082069448,0.0,5.781758760813389,5.909774250646018,36.8175876081339,9.09120619593305,10.90879380406695,75.13680929389957,49.273618587799156,1010.1045603097966,1007.4410427881699,6.771984510167371,4.136809293899577,19.28273920739246,26.37785208206945,1.0,1.0
19.974900222168365,23.008935698416547,7.564257206333818,2.4,0.0,56.268070952496366,19.910643015834545,24.62549888915818,79.25099777831636,76.08935698416545,1010.2,1009.5910643015835,7.0,7.0,20.33745011108418,22.12680709524964,0.08935698416545457,1.0
11.662300749112239,14.041469175976536,0.9206376028408325,2.532141348402032,0.011309775266328037,23.84920299644896,10.92460149822448,12.849202996448959,88.22619550532656,84.26389475621433,1015.0621067788173,1012.7130977526633,8.0,8.0,12.284920299644897,13.624601498224479,0.0,1.0
11.75858768158687,21.259047398455422,0.0,2.856748814112671,6.303677734948401,42.71625592943664,17.85582938037557,15.567488141126713,53.56748814112671,67.56748814112672,1019.4702464423381,1015.6837440705633,2.567488141126712,3.567488141126712,18.95858768158687,19.715796212568094,0.0,1.0
11.249600381994405,16.049600381994406,5.410105665257268,0.994947167371366,1.1235369828400437,38.21010566525727,13.789894334742732,15.394947167371367,86.80252641631432,86.80252641631432,1028.8012632081573,1026.0642949077344,7.197473583685683,7.197473583685683,13.791621515045858,14.986568682417225,0.802526416314317,1.0
16.726658639091344,26.63468031354472,0.0,3.8960192661807818,10.349336544363464,26.506634556365363,17.0,15.506634556365364,71.37334136090865,57.1332931954567,1016.8452956037293,1014.0959590593658,2.0,2.0,19.626658639091342,24.761338952636063,0.373341360908659,1.0
7.253250474107118,14.965183369805116,2.9891361050324807,5.1586824215908775,9.370615317288873,50.6304536834416,22.521814733766412,26.739092633116794,68.6304536834416,49.6304536834416,1017.3543194748376,1017.6173648431818,5.4238657913959925,7.0,10.059751422321355,14.170615317288874,0.0,1.0
6.762367464664844,22.6136044611263,0.0,7.597879434637504,10.075265070670312,43.87455821554948,20.0,23.12190750884636,66.3727910777474,27.87455821554948,1018.1136044611262,1014.9376325353352,6.12190750884636,2.87455821554948,12.389222959357028,21.72614863957135,0.0,1.0
9.34162714512655,26.59539401317649,0.0,4.471889820577544,10.320275448556142,30.213516965704095,17.0,16.57296606859181,50.85406786281638,42.505381240071344,1022.1516143720214,1020.4089109788806,1.213516965704094,1.4270339314081881,17.879724551443857,24.43702115830304,0.0,1.0
